date,team,team_opp,home,won,fg,fga,fg_pct,fg3,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,plus_minus,total,fg_opp,fga_opp,fg_pct_opp,pts_opp,total_opp,season
2025-01-06,NYK,MIA,1,1,41,77,0.47,17,0.41,23,26,8,32,37,17,6,5,11,18,104,-9,105,34,97,0.41,90,104,2025
2025-01-06,MIA,NYK,1,0,42,72,0.52,8,0.44,24,22,11,24,34,20,3,3,11,17,115,7,125,37,98,0.46,115,128,2025
2025-01-06,DAL,PHI,1,1,35,70,0.45,12,0.45,25,23,8,20,40,20,4,2,10,18,128,-7,123,44,73,0.41,109,120,2025
2025-01-06,PHI,DAL,1,0,32,81,0.45,13,0.31,12,16,14,32,39,21,3,3,15,22,102,-8,94,36,71,0.44,107,98,2025
2025-01-06,MIL,BKN,1,1,41,81,0.43,9,0.41,21,15,14,29,35,15,8,2,9,15,111,4,108,42,74,0.54,92,97,2025
2025-01-06,BKN,MIL,1,1,36,82,0.54,20,0.36,14,20,7,35,38,29,10,4,18,17,99,2,90,34,87,0.5,91,104,2025
2025-01-06,CHI,GSW,1,1,42,83,0.52,18,0.35,21,21,11,30,32,27,6,3,10,19,115,7,122,37,82,0.44,111,112,2025
2025-01-06,GSW,CHI,1,0,47,94,0.4,20,0.42,22,21,5,34,46,15,10,2,11,17,97,-9,114,32,99,0.48,100,106,2025
2025-01-07,DAL,LAL,1,1,34,70,0.55,20,0.32,12,18,8,34,42,15,5,7,10,20,129,-2,109,44,96,0.43,117,129,2025
2025-01-07,LAL,DAL,1,1,33,87,0.53,15,0.38,14,25,15,27,38,28,5,4,15,16,118,-9,97,43,74,0.45,112,123,2025
2025-01-07,MIL,MIA,1,1,46,81,0.47,16,0.35,19,16,11,32,49,29,6,8,12,23,117,3,112,40,98,0.44,111,99,2025
2025-01-07,MIA,MIL,1,0,39,82,0.42,9,0.42,12,16,13,29,43,23,6,4,18,20,91,0,126,38,92,0.4,98,109,2025
2025-01-07,GSW,NYK,1,0,39,72,0.44,6,0.33,20,20,6,33,33,22,9,7,13,24,105,7,96,34,76,0.43,116,98,2025
2025-01-07,NYK,GSW,1,1,42,70,0.41,10,0.38,10,29,10,30,35,29,5,5,12,23,117,-8,129,42,78,0.42,100,104,2025
2025-01-07,BKN,BOS,1,0,34,97,0.41,10,0.4,24,21,15,30,31,21,3,4,8,20,111,-2,130,40,94,0.42,111,93,2025
2025-01-07,BOS,BKN,1,1,30,89,0.42,20,0.35,14,28,5,27,43,18,7,7,16,15,116,6,123,32,81,0.45,111,125,2025
2025-01-07,CHI,PHI,1,1,41,82,0.45,7,0.38,14,23,5,30,35,30,5,4,10,25,104,6,101,31,88,0.51,96,105,2025
2025-01-07,PHI,CHI,1,1,40,83,0.43,7,0.42,14,23,6,25,47,22,7,8,9,21,122,3,120,46,100,0.47,107,129,2025
2025-01-08,GSW,BOS,1,0,31,78,0.41,9,0.44,18,16,12,25,44,24,8,5,12,19,112,2,123,36,74,0.52,114,115,2025
2025-01-08,BOS,GSW,1,0,32,73,0.41,12,0.43,20,23,7,20,43,30,7,2,16,18,112,8,97,46,72,0.48,130,101,2025
2025-01-08,LAL,MIA,1,0,50,99,0.5,12,0.37,14,25,10,35,45,17,10,8,15,24,92,4,101,43,90,0.45,111,119,2025
2025-01-08,MIA,LAL,1,0,39,81,0.5,13,0.31,25,22,9,34,50,23,4,2,11,17,106,-6,129,48,70,0.5,121,130,2025
2025-01-08,PHI,MIL,1,1,44,99,0.54,14,0.37,10,17,14,28,34,24,6,3,9,18,124,7,110,33,100,0.48,116,127,2025
2025-01-08,MIL,PHI,1,1,34,86,0.5,19,0.41,20,29,10,29,45,18,7,2,18,24,128,-7,108,35,77,0.54,112,130,2025
2025-01-08,CHI,NYK,1,0,48,74,0.51,5,0.32,14,16,14,26,36,29,3,7,8,18,100,9,100,30,75,0.5,102,127,2025
2025-01-08,NYK,CHI,1,0,41,74,0.43,8,0.33,22,29,14,26,35,16,5,5,14,15,90,9,96,31,72,0.43,104,115,2025
2025-01-08,BKN,DAL,1,0,49,70,0.4,11,0.34,19,27,12,33,42,27,4,3,17,17,90,10,94,45,93,0.54,104,102,2025
2025-01-08,DAL,BKN,1,0,44,97,0.51,13,0.36,25,22,12,32,33,28,5,4,8,16,117,3,113,34,85,0.54,123,104,2025
2025-01-09,GSW,LAL,1,1,43,84,0.4,7,0.31,10,20,9,25,32,27,10,6,15,18,127,4,105,37,92,0.54,114,90,2025
2025-01-09,LAL,GSW,1,1,31,72,0.45,14,0.31,13,15,5,27,31,22,7,4,9,15,102,0,109,45,96,0.52,100,113,2025
2025-01-09,CHI,MIA,1,1,49,97,0.44,14,0.37,24,16,5,27,50,27,4,5,9,22,96,-3,106,42,82,0.54,94,103,2025
2025-01-09,MIA,CHI,1,1,42,91,0.52,15,0.43,18,16,14,35,50,21,5,7,8,25,125,-7,118,36,95,0.51,106,115,2025
2025-01-09,NYK,BKN,1,1,50,72,0.47,6,0.39,14,22,15,33,49,28,10,2,8,20,105,8,124,42,74,0.43,104,130,2025
2025-01-09,BKN,NYK,1,0,44,85,0.41,7,0.39,24,20,12,30,35,29,10,7,10,25,90,-2,95,39,73,0.49,129,120,2025
2025-01-09,BOS,MIL,1,0,38,83,0.52,12,0.45,10,26,5,27,44,22,9,3,12,24,91,3,101,40,87,0.46,122,93,2025
2025-01-09,MIL,BOS,1,1,48,71,0.45,17,0.41,19,20,9,30,32,28,5,6,10,16,128,5,96,45,73,0.48,125,129,2025
2025-01-09,PHI,DAL,1,0,46,83,0.52,5,0.44,10,29,15,22,38,23,3,2,10,24,105,-10,126,36,82,0.52,119,129,2025
2025-01-09,DAL,PHI,1,0,43,74,0.53,10,0.43,23,27,15,28,43,22,10,5,14,17,100,6,105,33,81,0.47,124,96,2025
2025-01-10,GSW,DAL,1,1,41,85,0.51,18,0.42,15,24,6,27,41,18,6,6,12,16,128,-4,91,32,71,0.49,101,109,2025
2025-01-10,DAL,GSW,1,1,36,89,0.4,5,0.42,20,18,14,25,43,29,8,4,11,20,122,8,117,30,76,0.45,110,118,2025
2025-01-10,LAL,BKN,1,1,34,90,0.44,11,0.42,13,22,12,25,41,16,5,8,15,22,105,8,105,37,97,0.5,103,107,2025
2025-01-10,BKN,LAL,1,1,35,73,0.54,18,0.43,10,26,7,24,40,20,3,2,16,22,127,-3,90,41,94,0.44,94,110,2025
2025-01-10,PHI,NYK,1,1,37,92,0.49,14,0.45,10,20,9,30,37,15,8,8,14,23,111,-8,90,31,73,0.5,97,91,2025
2025-01-10,NYK,PHI,1,0,38,88,0.5,13,0.43,24,16,11,26,31,20,3,6,17,16,102,6,124,33,98,0.48,125,93,2025
2025-01-10,BOS,MIA,1,1,43,96,0.45,10,0.36,14,27,9,24,33,27,6,7,13,23,112,-8,105,30,87,0.51,99,92,2025
2025-01-10,MIA,BOS,1,1,38,72,0.43,5,0.34,24,17,5,25,36,15,5,5,13,21,119,-6,91,41,74,0.46,106,129,2025
2025-01-10,MIL,CHI,1,0,36,76,0.54,10,0.4,10,18,12,33,43,29,6,7,13,20,101,-8,101,46,100,0.51,119,112,2025
2025-01-10,CHI,MIL,1,0,36,84,0.44,11,0.35,18,20,15,25,38,25,10,8,10,23,106,2,126,30,97,0.46,128,100,2025
2025-01-11,GSW,PHI,1,0,40,96,0.47,19,0.41,11,20,14,34,44,29,4,4,18,22,128,-9,98,38,99,0.41,128,92,2025
2025-01-11,PHI,GSW,1,0,43,83,0.47,14,0.44,20,30,8,35,40,26,7,6,15,20,94,10,127,38,93,0.47,111,120,2025
2025-01-11,BKN,BOS,1,1,47,86,0.47,9,0.41,11,24,11,25,49,27,10,8,15,18,116,-6,108,38,76,0.49,96,122,2025
2025-01-11,BOS,BKN,1,1,42,83,0.51,9,0.35,23,23,12,21,45,16,4,6,12,15,121,6,112,30,77,0.42,114,121,2025
2025-01-11,MIA,MIL,1,0,49,92,0.41,9,0.37,10,26,11,23,46,17,8,5,15,21,105,5,112,49,94,0.42,124,125,2025
2025-01-11,MIL,MIA,1,0,42,86,0.52,16,0.42,22,22,5,24,39,28,3,7,13,19,109,-8,102,37,77,0.54,125,106,2025
2025-01-11,CHI,DAL,1,1,35,89,0.54,9,0.44,23,15,15,30,39,25,9,3,10,24,121,5,99,38,84,0.49,97,111,2025
2025-01-11,DAL,CHI,1,1,35,84,0.41,8,0.34,13,21,8,24,45,18,9,6,8,23,127,-8,96,34,78,0.5,100,99,2025
2025-01-11,LAL,NYK,1,1,33,90,0.4,14,0.37,15,18,9,34,31,24,9,5,10,16,123,1,104,37,76,0.53,120,122,2025
2025-01-11,NYK,LAL,1,0,37,80,0.48,14,0.41,13,15,11,20,37,28,9,2,9,23,93,4,129,30,82,0.51,123,130,2025
2025-01-12,BOS,MIL,1,1,41,82,0.46,20,0.35,19,25,11,24,46,25,4,8,17,15,101,8,113,31,78,0.42,92,115,2025
2025-01-12,MIL,BOS,1,0,43,98,0.42,17,0.39,21,16,15,34,50,25,3,5,12,24,125,10,96,35,70,0.42,126,103,2025
2025-01-12,NYK,LAL,1,1,41,79,0.43,14,0.3,17,21,9,34,48,24,3,2,9,17,95,2,108,36,86,0.48,94,124,2025
2025-01-12,LAL,NYK,1,0,43,97,0.53,14,0.43,19,17,14,30,42,25,9,7,11,25,116,2,115,31,85,0.42,122,111,2025
2025-01-12,CHI,PHI,1,1,48,93,0.46,11,0.36,20,26,14,26,34,24,9,4,10,20,106,4,104,34,75,0.46,105,101,2025
2025-01-12,PHI,CHI,1,0,41,75,0.43,20,0.43,19,22,6,26,31,23,10,5,14,21,103,-4,97,46,87,0.46,107,110,2025
2025-01-12,DAL,MIA,1,1,30,74,0.53,8,0.38,13,26,7,21,48,22,3,7,18,25,122,5,95,31,98,0.45,120,95,2025
2025-01-12,MIA,DAL,1,0,49,72,0.53,20,0.38,22,21,8,34,33,26,4,3,17,16,90,7,124,47,94,0.49,129,127,2025
2025-01-12,GSW,BKN,1,1,34,94,0.42,17,0.45,16,21,8,26,42,25,9,7,17,24,115,4,122,46,94,0.51,104,92,2025
2025-01-12,BKN,GSW,1,0,34,75,0.45,8,0.36,15,29,15,32,50,27,5,6,12,18,95,0,128,38,74,0.43,103,95,2025
2025-01-13,BOS,GSW,1,0,35,82,0.44,6,0.4,21,16,5,23,39,25,4,4,14,18,95,3,105,49,85,0.51,109,94,2025
2025-01-13,GSW,BOS,1,0,47,97,0.44,10,0.45,13,28,7,29,42,26,8,3,8,22,109,9,98,47,82,0.43,111,98,2025
2025-01-13,MIL,BKN,1,0,31,89,0.48,6,0.42,16,16,12,28,46,28,10,2,14,23,107,-10,120,48,79,0.48,109,98,2025
2025-01-13,BKN,MIL,1,1,48,84,0.49,9,0.41,20,26,6,35,43,18,10,2,13,22,125,-9,90,37,82,0.5,91,105,2025
2025-01-13,LAL,CHI,1,0,37,82,0.52,11,0.44,15,25,5,28,42,30,10,8,12,19,90,3,121,31,98,0.53,118,128,2025
2025-01-13,CHI,LAL,1,0,49,70,0.45,12,0.38,10,30,12,27,42,24,4,7,13,16,114,-9,95,30,89,0.5,125,109,2025
2025-01-13,DAL,MIA,1,0,38,94,0.53,10,0.32,13,28,11,30,34,19,4,7,12,25,123,10,94,32,84,0.52,128,97,2025
2025-01-13,MIA,DAL,1,0,33,97,0.4,13,0.33,14,30,10,30,35,29,4,2,10,19,108,-2,103,31,88,0.54,120,130,2025
2025-01-13,NYK,PHI,1,1,39,72,0.52,9,0.31,10,20,10,23,50,27,6,6,11,17,116,-1,92,47,90,0.46,99,105,2025
2025-01-13,PHI,NYK,1,1,35,91,0.53,5,0.42,14,18,10,30,47,27,7,8,10,17,127,-7,127,42,82,0.4,101,94,2025
2025-01-14,BOS,PHI,1,1,36,95,0.54,14,0.42,14,23,8,24,49,29,5,6,12,23,129,-6,107,45,94,0.48,108,103,2025
2025-01-14,PHI,BOS,1,0,44,89,0.54,12,0.44,24,15,14,33,47,26,9,7,15,23,110,-10,109,43,95,0.53,112,107,2025
2025-01-14,GSW,MIL,1,0,50,99,0.5,12,0.32,21,27,10,24,50,18,3,3,8,15,97,-10,91,36,73,0.42,117,125,2025
2025-01-14,MIL,GSW,1,1,41,99,0.49,20,0.43,10,23,7,29,43,15,8,2,14,16,111,0,118,49,100,0.49,98,127,2025
2025-01-14,DAL,NYK,1,1,32,94,0.51,13,0.4,13,21,5,21,31,29,7,6,11,22,121,3,120,43,88,0.46,97,130,2025
2025-01-14,NYK,DAL,1,0,44,76,0.41,10,0.42,23,25,15,31,40,17,9,6,12,21,117,-9,116,48,70,0.53,127,105,2025
2025-01-14,BKN,LAL,1,1,40,84,0.44,15,0.38,15,23,8,20,43,29,6,3,16,22,120,-2,97,41,96,0.44,100,95,2025
2025-01-14,LAL,BKN,1,0,31,91,0.43,5,0.36,13,21,5,24,33,26,5,3,16,16,113,-9,92,43,70,0.48,128,113,2025
2025-01-14,CHI,MIA,1,1,31,84,0.54,20,0.43,23,20,9,20,34,25,5,7,13,24,115,9,93,42,76,0.53,108,123,2025
2025-01-14,MIA,CHI,1,0,38,93,0.53,18,0.36,12,28,6,32,30,25,7,7,11,24,120,-7,120,46,75,0.51,127,120,2025
2025-01-15,NYK,CHI,1,0,45,80,0.45,14,0.42,23,18,15,35,49,26,4,8,11,24,106,-7,92,30,79,0.4,118,129,2025
2025-01-15,CHI,NYK,1,1,42,96,0.46,6,0.44,13,29,6,34,49,21,7,5,15,21,126,-8,127,47,73,0.41,96,118,2025
2025-01-15,DAL,PHI,1,1,39,92,0.5,8,0.3,11,25,7,26,32,27,6,4,18,16,123,7,115,47,85,0.52,120,105,2025
2025-01-15,PHI,DAL,1,0,34,95,0.46,8,0.44,15,28,10,22,33,19,6,8,16,21,130,4,106,33,87,0.51,130,94,2025
2025-01-15,BKN,LAL,1,1,42,100,0.51,12,0.43,11,20,6,27,43,21,6,6,13,22,95,1,108,33,88,0.47,90,96,2025
2025-01-15,LAL,BKN,1,1,38,79,0.44,12,0.36,11,16,15,22,31,26,4,4,12,23,98,-8,98,49,78,0.53,92,112,2025
2025-01-15,MIL,MIA,1,0,40,81,0.44,8,0.39,12,29,6,30,46,16,8,6,15,19,95,-9,124,39,78,0.51,121,97,2025
2025-01-15,MIA,MIL,1,0,42,88,0.53,10,0.31,16,29,12,30,43,17,10,6,10,20,92,-6,126,49,76,0.53,121,109,2025
2025-01-15,GSW,BOS,1,1,50,89,0.46,13,0.43,15,21,13,33,32,26,5,7,17,22,118,6,123,37,85,0.43,96,114,2025
2025-01-15,BOS,GSW,1,1,40,95,0.5,5,0.39,14,25,10,28,49,27,10,4,14,22,128,-10,115,35,74,0.52,118,117,2025
2025-01-16,BKN,BOS,1,1,50,86,0.41,15,0.38,18,24,15,27,46,16,9,3,10,21,130,-4,102,49,92,0.54,107,123,2025
2025-01-16,BOS,BKN,1,0,35,89,0.44,20,0.4,10,26,11,28,37,29,8,2,17,21,103,-7,112,41,100,0.49,110,102,2025
2025-01-16,NYK,MIA,1,0,47,72,0.47,10,0.4,23,30,10,22,42,22,7,7,17,22,104,5,110,48,84,0.48,114,112,2025
2025-01-16,MIA,NYK,1,0,43,81,0.45,20,0.43,25,15,14,23,46,25,6,4,15,15,100,-4,107,49,80,0.41,110,99,2025
2025-01-16,CHI,GSW,1,0,34,93,0.44,10,0.43,25,28,8,27,42,20,10,4,12,22,90,2,115,48,79,0.46,125,124,2025
2025-01-16,GSW,CHI,1,0,40,99,0.44,15,0.34,19,22,5,28,46,19,9,5,9,17,98,4,121,41,79,0.42,117,127,2025
2025-01-16,PHI,LAL,1,1,47,89,0.41,19,0.41,18,26,14,33,34,19,8,3,18,22,97,-3,100,38,76,0.41,93,94,2025
2025-01-16,LAL,PHI,1,1,40,90,0.44,12,0.4,11,20,10,30,43,29,9,7,14,23,111,4,128,49,99,0.47,100,110,2025
2025-01-16,DAL,MIL,1,0,39,97,0.55,19,0.34,22,29,7,27,36,19,4,8,8,24,120,3,105,46,89,0.49,121,104,2025
2025-01-16,MIL,DAL,1,0,47,71,0.46,13,0.39,21,19,8,32,33,30,7,2,13,24,99,-4,95,42,78,0.46,100,100,2025
2025-01-17,NYK,MIA,1,1,36,73,0.53,14,0.36,10,28,7,22,49,17,5,6,17,24,123,-3,110,50,86,0.44,92,128,2025
2025-01-17,MIA,NYK,1,0,40,92,0.49,20,0.31,22,22,15,32,45,17,10,4,17,16,112,5,92,48,91,0.51,124,119,2025
2025-01-17,GSW,LAL,1,1,34,72,0.53,9,0.36,13,28,8,23,45,27,5,4,17,16,117,10,108,46,98,0.46,96,124,2025
2025-01-17,LAL,GSW,1,1,43,95,0.52,12,0.37,18,20,10,30,34,22,6,2,12,15,108,-9,124,39,85,0.43,99,129,2025
2025-01-17,DAL,BOS,1,1,38,76,0.42,11,0.36,14,17,14,28,36,19,8,2,10,18,106,6,126,36,79,0.52,100,118,2025
2025-01-17,BOS,DAL,1,1,46,78,0.49,19,0.3,24,18,5,23,34,16,5,5,16,21,116,9,113,30,75,0.55,110,128,2025
2025-01-17,MIL,BKN,1,1,50,74,0.46,19,0.33,24,20,13,32,32,20,10,5,12,19,111,-2,91,42,99,0.54,109,108,2025
2025-01-17,BKN,MIL,1,0,48,98,0.42,19,0.4,21,29,6,35,35,15,10,7,10,21,109,-4,116,30,93,0.46,114,112,2025
2025-01-17,CHI,PHI,1,1,32,85,0.54,15,0.39,11,20,15,27,31,18,4,7,17,24,108,0,125,48,98,0.45,95,96,2025
2025-01-17,PHI,CHI,1,0,43,95,0.43,10,0.34,24,22,12,25,34,16,7,3,8,18,99,8,129,33,92,0.5,108,106,2025
2025-01-18,PHI,MIA,1,0,41,85,0.44,13,0.3,24,15,10,31,46,21,3,2,18,20,121,-6,105,36,80,0.47,130,114,2025
2025-01-18,MIA,PHI,1,1,38,80,0.43,10,0.39,18,20,7,26,35,23,5,5,16,21,97,0,121,39,88,0.41,90,128,2025
2025-01-18,LAL,NYK,1,1,39,83,0.54,6,0.34,24,29,12,31,43,18,7,3,16,21,129,-8,101,32,79,0.52,114,118,2025
2025-01-18,NYK,LAL,1,1,45,75,0.45,11,0.32,25,21,15,28,48,20,6,3,16,18,130,-3,107,37,76,0.49,116,128,2025
2025-01-18,BOS,DAL,1,0,42,88,0.43,18,0.41,14,25,5,24,30,15,7,2,8,22,102,-5,93,49,91,0.4,116,116,2025
2025-01-18,DAL,BOS,1,0,32,84,0.48,8,0.36,18,15,11,22,39,21,10,8,17,18,102,-7,106,37,88,0.44,123,108,2025
2025-01-18,BKN,MIL,1,0,33,73,0.42,14,0.34,20,27,10,24,34,29,8,7,15,20,114,-6,101,41,70,0.48,123,123,2025
2025-01-18,MIL,BKN,1,0,46,85,0.51,19,0.39,20,22,12,27,34,28,4,2,17,19,117,5,97,37,79,0.45,123,104,2025
2025-01-18,GSW,CHI,1,0,41,94,0.44,14,0.4,11,26,5,31,41,15,7,8,16,21,100,2,102,45,97,0.49,120,93,2025
2025-01-18,CHI,GSW,1,0,45,79,0.43,17,0.43,13,18,5,23,32,28,3,6,18,25,97,0,111,46,72,0.48,97,105,2025
2025-01-19,GSW,CHI,1,0,31,72,0.53,11,0.31,17,18,10,23,49,18,7,3,10,17,121,5,99,44,100,0.5,124,110,2025
2025-01-19,CHI,GSW,1,1,49,86,0.47,19,0.38,16,28,6,21,38,17,9,8,11,22,113,7,129,34,76,0.52,103,98,2025
2025-01-19,BKN,MIL,1,0,31,99,0.49,7,0.37,21,16,11,25,48,19,4,4,18,18,94,-4,95,47,99,0.43,120,116,2025
2025-01-19,MIL,BKN,1,1,45,79,0.46,7,0.35,11,19,12,33,30,27,8,3,8,19,109,4,100,38,87,0.55,106,96,2025
2025-01-19,DAL,LAL,1,0,48,91,0.42,10,0.42,25,26,12,30,41,17,9,5,15,15,117,-4,128,34,90,0.45,118,96,2025
2025-01-19,LAL,DAL,1,1,34,92,0.45,13,0.38,19,30,9,32,40,25,9,4,17,18,112,-9,113,38,81,0.49,104,113,2025
2025-01-19,MIA,NYK,1,0,48,82,0.47,17,0.41,18,20,12,30,48,21,7,7,9,17,99,-10,98,40,71,0.46,127,117,2025
2025-01-19,NYK,MIA,1,0,49,75,0.53,14,0.42,15,15,12,32,46,28,8,3,16,25,104,-1,96,35,77,0.45,111,107,2025
2025-01-19,BOS,PHI,1,0,30,84,0.51,9,0.43,25,22,12,35,50,21,3,6,13,19,102,9,110,32,87,0.53,123,122,2025
2025-01-19,PHI,BOS,1,0,30,100,0.41,7,0.32,23,25,9,23,49,23,4,8,12,21,119,-1,99,44,95,0.43,120,129,2025
2025-01-20,DAL,MIA,1,0,37,96,0.53,19,0.33,20,26,14,21,32,29,6,2,12,20,112,8,126,50,70,0.47,130,111,2025
2025-01-20,MIA,DAL,1,1,49,89,0.51,6,0.3,23,19,9,35,31,20,9,8,17,22,117,9,127,44,77,0.4,100,103,2025
2025-01-20,BKN,LAL,1,0,48,79,0.43,7,0.41,13,19,13,20,37,25,9,6,17,19,101,-1,101,39,71,0.51,125,103,2025
2025-01-20,LAL,BKN,1,1,49,76,0.45,14,0.42,17,27,5,26,40,19,3,8,14,20,123,6,118,30,79,0.48,90,110,2025
2025-01-20,NYK,BOS,1,0,40,72,0.43,18,0.35,18,19,12,20,38,28,10,4,15,25,113,7,98,44,92,0.42,126,97,2025
2025-01-20,BOS,NYK,1,1,47,78,0.41,15,0.4,12,23,13,23,46,29,7,4,15,19,125,-8,112,41,75,0.52,106,91,2025
2025-01-20,GSW,PHI,1,0,50,91,0.41,17,0.38,16,18,13,23,40,20,3,5,17,23,91,10,127,33,77,0.47,92,114,2025
2025-01-20,PHI,GSW,1,1,41,77,0.43,19,0.32,21,22,11,27,36,20,10,3,16,23,121,-4,125,44,77,0.48,117,123,2025
2025-01-20,CHI,MIL,1,0,33,92,0.47,12,0.41,12,22,5,31,43,28,8,7,10,17,121,-4,95,48,81,0.51,124,100,2025
2025-01-20,MIL,CHI,1,1,36,78,0.52,5,0.33,14,18,13,20,41,17,10,7,8,20,128,-6,110,40,71,0.46,94,103,2025
2025-01-21,NYK,CHI,1,1,32,87,0.42,19,0.32,20,20,6,20,34,17,8,4,18,23,105,6,101,31,90,0.44,99,127,2025
2025-01-21,CHI,NYK,1,1,35,79,0.43,14,0.32,17,17,7,22,35,16,7,6,15,18,113,-6,124,50,83,0.48,110,92,2025
2025-01-21,LAL,PHI,1,0,35,91,0.47,17,0.45,20,15,9,24,39,23,10,5,13,21,94,1,95,37,75,0.54,129,125,2025
2025-01-21,PHI,LAL,1,0,30,93,0.43,12,0.31,11,23,6,29,41,28,6,2,9,20,118,1,91,32,87,0.48,126,113,2025
2025-01-21,GSW,MIL,1,1,34,82,0.54,8,0.33,16,21,10,24,38,22,10,5,10,24,128,-2,104,47,75,0.49,123,114,2025
2025-01-21,MIL,GSW,1,1,39,80,0.46,12,0.33,14,28,12,28,33,26,6,5,12,22,111,5,116,45,75,0.53,103,102,2025
2025-01-21,MIA,BKN,1,0,46,81,0.43,6,0.41,23,25,5,35,33,20,6,2,8,18,110,2,91,43,85,0.44,125,105,2025
2025-01-21,BKN,MIA,1,0,45,93,0.48,8,0.43,19,26,15,28,45,25,8,2,18,19,110,0,120,38,85,0.41,114,116,2025
2025-01-21,DAL,BOS,1,0,34,76,0.45,11,0.33,22,23,6,31,38,24,7,7,11,19,94,-3,90,31,89,0.51,120,129,2025
2025-01-21,BOS,DAL,1,0,33,79,0.48,17,0.37,23,23,10,27,34,28,8,2,9,18,100,2,118,47,76,0.54,123,108,2025
2025-01-22,PHI,MIA,1,0,42,96,0.4,10,0.38,13,21,11,29,48,18,7,2,8,19,100,-3,125,45,99,0.4,104,103,2025
2025-01-22,MIA,PHI,1,0,36,94,0.52,8,0.36,18,22,5,20,39,16,9,8,12,21,107,7,113,30,90,0.49,128,117,2025
2025-01-22,CHI,GSW,1,1,45,88,0.5,20,0.38,23,19,9,21,44,27,10,4,15,21,109,-10,120,39,70,0.43,100,118,2025
2025-01-22,GSW,CHI,1,0,38,73,0.45,13,0.4,14,30,6,21,38,27,3,3,16,25,118,-8,113,37,78,0.5,122,104,2025
2025-01-22,DAL,NYK,1,1,46,72,0.47,8,0.42,22,24,13,20,44,20,6,5,14,19,123,10,115,41,84,0.49,121,103,2025
2025-01-22,NYK,DAL,1,0,40,89,0.54,16,0.45,21,22,13,22,49,24,4,4,18,20,91,-8,108,40,87,0.41,104,107,2025
2025-01-22,LAL,BKN,1,0,42,98,0.45,15,0.42,14,17,12,20,38,27,10,8,18,19,102,0,129,35,79,0.43,116,98,2025
2025-01-22,BKN,LAL,1,0,47,85,0.54,8,0.36,22,25,9,29,37,23,5,2,8,18,90,-1,128,36,74,0.48,103,102,2025
2025-01-22,MIL,BOS,1,0,37,82,0.42,11,0.38,25,16,9,29,43,25,9,6,8,15,103,-3,91,33,98,0.54,117,129,2025
2025-01-22,BOS,MIL,1,0,35,83,0.45,12,0.39,25,21,7,27,44,25,7,5,13,17,90,-10,116,35,91,0.5,94,106,2025
2025-01-23,CHI,PHI,1,1,35,100,0.45,20,0.31,17,25,11,35,39,17,10,7,10,23,92,2,104,32,81,0.43,90,98,2025
2025-01-23,PHI,CHI,1,0,35,72,0.41,14,0.3,20,24,7,23,46,30,6,6,11,19,104,1,110,44,86,0.48,113,90,2025
2025-01-23,MIA,GSW,1,1,37,85,0.42,6,0.31,18,28,12,25,42,28,6,5,14,23,109,-9,118,43,71,0.51,106,119,2025
2025-01-23,GSW,MIA,1,1,35,88,0.45,20,0.38,25,23,7,23,34,29,7,7,10,22,123,3,116,40,79,0.45,98,102,2025
2025-01-23,BOS,LAL,1,1,32,81,0.46,8,0.34,13,15,11,33,49,30,3,5,9,25,96,0,98,36,90,0.51,91,97,2025
2025-01-23,LAL,BOS,1,0,34,97,0.47,9,0.36,12,19,15,28,41,30,4,3,11,17,110,-9,90,49,84,0.54,115,102,2025
2025-01-23,NYK,MIL,1,1,47,86,0.45,12,0.38,15,18,7,32,37,16,9,6,14,24,121,10,124,39,84,0.52,97,129,2025
2025-01-23,MIL,NYK,1,1,37,73,0.45,8,0.43,23,25,12,27,33,30,3,6,10,25,125,-1,122,49,81,0.45,109,107,2025
2025-01-23,DAL,BKN,1,0,42,86,0.52,16,0.45,18,26,7,31,40,23,8,3,18,20,96,-4,96,31,72,0.47,114,112,2025
2025-01-23,BKN,DAL,1,0,33,80,0.48,20,0.32,25,27,13,29,41,28,9,4,18,18,108,-3,111,41,93,0.42,113,121,2025
2025-01-24,PHI,BKN,1,0,35,70,0.42,14,0.43,20,21,15,29,33,19,4,8,16,15,112,-10,99,47,89,0.41,118,110,2025
2025-01-24,BKN,PHI,1,0,40,92,0.54,20,0.38,25,16,15,31,34,29,7,2,16,23,110,-1,103,47,75,0.5,119,95,2025
2025-01-24,DAL,BOS,1,0,33,96,0.5,17,0.38,14,19,11,26,50,30,8,2,10,24,101,5,121,31,86,0.46,114,93,2025
2025-01-24,BOS,DAL,1,1,48,98,0.43,17,0.39,16,23,13,35,42,28,10,2,13,16,124,0,122,40,76,0.51,102,101,2025
2025-01-24,CHI,MIA,1,0,44,86,0.54,11,0.43,23,22,5,30,42,20,10,8,10,16,105,-8,122,30,91,0.41,129,129,2025
2025-01-24,MIA,CHI,1,1,40,79,0.54,15,0.32,20,29,5,23,43,21,7,7,8,25,109,8,110,34,79,0.43,101,121,2025
2025-01-24,GSW,MIL,1,0,50,87,0.46,17,0.41,24,17,13,35,37,24,10,3,14,21,116,6,116,32,79,0.41,118,114,2025
2025-01-24,MIL,GSW,1,0,46,87,0.54,15,0.43,12,25,15,28,45,19,9,6,11,15,91,4,109,37,70,0.54,113,122,2025
